"taxon.name","X","variable.units","variable.element","variable.context","taxon.group","site.id","site.name","long","lat","iteration","age.older","age.younger","order","family","genus","NA"
"Bison bison antiquus",44388,"present/absent","bone",NA,"Mammals",16237,"Galvin Pit [EfPm-VP]",-114.083333333333,50.9166666666667,3834,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",2345,"present/absent","bone/tooth",NA,"Mammals",3536,"Blackwater Draw Loc. 1",-103.316666666667,34.2833333333333,6,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",26261,"present/absent","bone/tooth",NA,"Mammals",5144,"Cutler Hammock [Cutler Fossil Site] [8DA2001]",-80.3097222222222,25.6111111111111,1876,10000,9500,NA,NA,NA,NA
"Bison bison antiquus",16948,"MNI","bone/tooth",NA,"Mammals",4564,"Dirty Shame Rockshelter [35ML65]",-117.343333333333,42.4433333333333,1167,1140,365,NA,NA,NA,NA
"Bison bison antiquus",27311,"present/absent","bone/tooth",NA,"Mammals",5200,"Surprise Cave [Gravely No. 3] [8AL72]",-82.5,29.6166666666667,1940,35000,10000,NA,NA,NA,NA
"Bison bison antiquus",6686,"present/absent","bone/tooth",NA,"Mammals",3705,"Agate Basin [48NO201]",-104.066666666667,43.3666666666667,206,10430,10220,NA,NA,NA,NA
"Bison bison antiquus",24759,"present/absent","bone/tooth",NA,"Mammals",5024,"Murray Springs Conduit [UALP 6943]",-110.177222222222,31.5708333333333,1733,30000,22000,NA,NA,NA,NA
"Bison bison antiquus",22053,"NISP","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1503,16000,14000,NA,NA,NA,NA
"Bison bison antiquus",16323,"present/absent","bone/tooth",NA,"Mammals",4487,"Associated Material and Supply Co. Sandpit",-97.3666666666667,37.75,1090,110000,8000,NA,NA,NA,NA
"Bison bison antiquus",2546,"MNI","bone/tooth",NA,"Mammals",3541,"Rex Rodgers [41BI42]",-101.366666666667,34.5,11,8985,8985,NA,NA,NA,NA
"Bison bison antiquus",2547,"NISP","bone/tooth",NA,"Mammals",3541,"Rex Rodgers [41BI42]",-101.366666666667,34.5,11,8985,8985,NA,NA,NA,NA
"Bison bison antiquus",39965,"NISP","astragalus; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",17646,"present/absent","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,NA,NA,NA,NA
"Bison bison antiquus",17647,"MNI","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,NA,NA,NA,NA
"Bison bison antiquus",17648,"NISP","bone/tooth",NA,"Mammals",4609,"Murray Springs [EE:8:25]",-110.177222222222,31.5708333333333,1212,30000,22000,NA,NA,NA,NA
"Bison bison antiquus",7897,"present/absent","bone/tooth",NA,"Mammals",3850,"Perry Ranch [34JK81]",-99.25,34.6166666666667,362,7030,7030,NA,NA,NA,NA
"Bison bison antiquus",39971,"NISP","fibula; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",28016,"MNI","bone/tooth",NA,"Mammals",5259,"Poker Brown Crossing [26PPE23]",-118.25,40.5,2005,29000,23000,NA,NA,NA,NA
"Bison bison antiquus",2646,"present/absent","bone/tooth",NA,"Mammals",3544,"Dutton",-102.25,39.6166666666667,14,11710,7880,NA,NA,NA,NA
"Bison bison antiquus",6910,"present/absent","bone/tooth","articulated","Mammals",3726,"Carter/Kerr-McGee [48CA12]",-105.366666666667,44.25,227,11300,10900,NA,NA,NA,NA
"Bison bison antiquus",6911,"present/absent","bone/tooth",NA,"Mammals",3726,"Carter/Kerr-McGee [48CA12]",-105.366666666667,44.25,227,11300,10900,NA,NA,NA,NA
"Bison bison antiquus",6920,"present/absent","bone/tooth",NA,"Mammals",3729,"Union Pacific Mammoth Kill [48CR182]",-107.616666666667,41.5,230,11280,11280,NA,NA,NA,NA
"Bison bison antiquus",33040,"present/absent","bone/tooth",NA,"Mammals",5755,"Lake Theo",-101.069444444444,34.4166666666667,2524,10900,10500,NA,NA,NA,NA
"Bison bison antiquus",39981,"NISP","phalanx, proximal (first); left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",17283,"NISP","bone/tooth",NA,"Mammals",4581,"Prescott",-118.25,46.25,1184,35000,10000,NA,NA,NA,NA
"Bison bison antiquus",6943,"present/absent","bone/tooth",NA,"Mammals",3733,"Medicine Lodge Creek [48BH499]",-107.5,44.25,234,9590,9590,NA,NA,NA,NA
"Bison bison antiquus",44372,"present/absent","bone",NA,"Mammals",16230,"Gallelli Pit [EfPm-102]",-114.016666666667,50.9625,3831,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39988,"present/absent","vertebra",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",33383,"present/absent","bone/tooth",NA,"Mammals",5770,"Hall's Cave [41KR474] [41229]",-99.5416666666666,30.1333333333333,2539,1100,200,NA,NA,NA,NA
"Bison bison antiquus",7235,"present/absent","bone/tooth",NA,"Mammals",3768,"Shirley Basin Site",-106.25,42.3666666666667,269,11000,8000,NA,NA,NA,NA
"Bison bison antiquus",33399,"MNI","bone/tooth",NA,"Mammals",5771,"Rattlensnake Pass [48CR4520]",-106.366666666667,41.6166666666667,2540,9950,9770,NA,NA,NA,NA
"Bison bison antiquus",17730,"present/absent","bone/tooth",NA,"Mammals",4622,"Portell Conduit [UALP7024]",-110.116666666667,31.5,1225,30000,22000,NA,NA,NA,NA
"Bison bison antiquus",16949,"NISP","bone/tooth",NA,"Mammals",4564,"Dirty Shame Rockshelter [35ML65]",-117.343333333333,42.4433333333333,1167,1140,365,NA,NA,NA,NA
"Bison bison antiquus",39974,"NISP","metapodial; distal",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39975,"NISP","navicular; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39964,"MNI","bone/tooth",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39966,"NISP","calcaneum; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",14597,"present/absent","bone/tooth",NA,"Mammals",4336,"Big Bone Lick Ken-1",-84.6166666666667,38.8666666666667,925,11500,1,NA,NA,NA,NA
"Bison bison antiquus",39984,"NISP","vertebra, cervical",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39972,"NISP","mandibular ramus, teeth; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39973,"NISP","mandibular ramus, teeth; right",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",17679,"NISP","bone/tooth",NA,"Mammals",4612,"Lehner [Lehner Ranch] [UALP14]",-110.05,31.3333333333333,1215,12000,10800,NA,NA,NA,NA
"Bison bison antiquus",39976,"NISP","patella; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39977,"NISP","phalanx, distal (third)",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39978,"NISP","phalanx, distal (third); left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",22773,"present/absent","bone/tooth",NA,"Mammals",4904,"McKittrick [UCMP 1370]",-119.616666666667,35.3166666666667,1548,40000,10000,NA,NA,NA,NA
"Bison bison antiquus",39980,"NISP","phalanx, proximal (first)",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",13955,"present/absent","bone/tooth",NA,"Mammals",4280,"Lipscomb Bison Quarry",-100.366666666667,36.1166666666667,837,10900,10500,NA,NA,NA,NA
"Bison bison antiquus",39982,"NISP","skull",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39983,"NISP","tibia; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39985,"NISP","vertebra, thoracic",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",17678,"MNI","bone/tooth",NA,"Mammals",4612,"Lehner [Lehner Ranch] [UALP14]",-110.05,31.3333333333333,1215,12000,10800,NA,NA,NA,NA
"Bison bison antiquus",19781,"MNI","bone/tooth",NA,"Mammals",4721,"Owl Cave 2",-114.05,38.9,1356,35000,10000,NA,NA,NA,NA
"Bison bison antiquus",16822,"NISP","bone/tooth",NA,"Mammals",4538,"Hardman Gravel Pit [Hardman Pit]",-111.75,40.75,1141,18000,14500,NA,NA,NA,NA
"Bison bison antiquus",24856,"present/absent","bone/tooth",NA,"Mammals",5027,"Owl Cave [Wasden Site] [10-BV-30]",-112.3914,43.6037,1736,8160,6700,NA,NA,NA,NA
"Bison bison antiquus",22115,"present/absent","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1507,32000,26000,NA,NA,NA,NA
"Bison bison antiquus",22069,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1504,27000,23000,NA,NA,NA,NA
"Bison bison antiquus",39979,"NISP","phalanx, intermediate (second); left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",24791,"MNI","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,NA,NA,NA,NA
"Bison bison antiquus",39968,"NISP","ectomesocuneiform; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",16316,"present/absent","bone/tooth",NA,"Mammals",4485,"Superior Sand Co.",-97.3666666666667,37.6166666666667,1088,110000,1,NA,NA,NA,NA
"Bison bison antiquus",19782,"NISP","bone/tooth",NA,"Mammals",4721,"Owl Cave 2",-114.05,38.9,1356,35000,10000,NA,NA,NA,NA
"Bison bison antiquus",20660,"present/absent","bone/tooth",NA,"Mammals",4782,"Folsom",-103.866666666667,36.75,1417,10900,10500,NA,NA,NA,NA
"Bison bison antiquus",17721,"present/absent","bone/tooth",NA,"Mammals",4617,"Lindsey Ranch [UALP6909]",-110.116666666667,31.5,1220,21200,12000,NA,NA,NA,NA
"Bison bison antiquus",2602,"present/absent","bone/tooth",NA,"Mammals",3543,"Lubbock Lake [41LU1]",-101.892083333333,33.6204166666667,13,2070,870,NA,NA,NA,NA
"Bison bison antiquus",12959,"present/absent","bone/tooth",NA,"Mammals",4207,"Scottsbluff Bison Quarry",-104,41.75,763,10900,10500,NA,NA,NA,NA
"Bison bison antiquus",26596,"present/absent","bone/tooth",NA,"Mammals",5153,"Melbourne [Golf Course Locality]",-82.6833333333333,28.0666666666667,1891,40000,10000,NA,NA,NA,NA
"Bison bison antiquus",13590,"present/absent","bone/tooth",NA,"Mammals",4256,"Salt Creek [34]",-103.5,31.25,812,35000,10000,NA,NA,NA,NA
"Bison bison antiquus",39969,"NISP","entocuneiform; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",21650,"present/absent","bone/tooth",NA,"Mammals",4839,"Commanche Springs",-106.616666666667,34.6166666666667,1474,12000,10000,NA,NA,NA,NA
"Bison bison antiquus",16821,"MNI","bone/tooth",NA,"Mammals",4538,"Hardman Gravel Pit [Hardman Pit]",-111.75,40.75,1141,18000,14500,NA,NA,NA,NA
"Bison bison antiquus",16866,"present/absent","bone/tooth",NA,"Mammals",4552,"Merrico Gravel Pit [Merrico Pit] [42SIO73V]",-111.866666666667,40.3666666666667,1155,30000,11000,NA,NA,NA,NA
"Bison bison antiquus",14602,"present/absent","bone/tooth",NA,"Mammals",4337,"Big Bone Lick Ken-2",-84.6166666666667,38.8666666666667,926,110000,11500,NA,NA,NA,NA
"Bison bison antiquus",27291,"present/absent","bone/tooth",NA,"Mammals",5199,"West Palm Beach",-80.1166666666667,26.6166666666667,1939,25000,15000,NA,NA,NA,NA
"Bison bison antiquus",21953,"MNI","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,NA,NA,NA,NA
"Bison bison antiquus",39986,"present/absent","rib",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",22081,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1505,12500,11500,NA,NA,NA,NA
"Bison bison antiquus",26746,"present/absent","bone/tooth",NA,"Mammals",5159,"Wakulla Springs",-84.3027777777778,30.2347222222222,1897,35000,10000,NA,NA,NA,NA
"Bison bison antiquus",39967,"NISP","cuboid; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",18712,"present/absent","bone/tooth",NA,"Mammals",4693,"Burnet Cave",-104.75,32.3666666666667,1313,11300,10900,NA,NA,NA,NA
"Bison bison antiquus",21954,"NISP","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,NA,NA,NA,NA
"Bison bison antiquus",26092,"MNI","bone/tooth",NA,"Mammals",5133,"Wacissa River Bison",-83.8666666666667,30.25,1859,11500,10000,NA,NA,NA,NA
"Bison bison antiquus",22098,"MNI","bone/tooth",NA,"Mammals",4865,"Rancho La Brea",-118.355995,34.062945,1506,34000,27000,NA,NA,NA,NA
"Bison bison antiquus",42795,"present/absent","bone",NA,"Mammals",14335,"Bonnycastle Pit [EfPl-VP]",-113.916666666667,50.9166666666667,3557,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39970,"NISP","femur; left",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus",39987,"present/absent","sternebra",NA,"Mammals",10031,"White Mesa Mine",-106.8,35.5333333333333,3304,NA,NA,NA,NA,NA,NA
"Bison bison antiquus/B. b. occidentalis",12611,"present/absent","bone/tooth",NA,"Mammals",4173,"Plainview",-101.616666666667,34.1166666666667,708,9800,9800,NA,NA,NA,NA
"Bison bison antiquus/B. b. occidentalis",12615,"present/absent","bone/tooth",NA,"Mammals",4174,"Spring Creek",-101.366666666667,47.3,709,7840,5400,NA,NA,NA,NA
"Bison bison antiquus/B. b. occidentalis",5678,"present/absent","bone/tooth",NA,"Mammals",3652,"Bonfire Shelter [41VV218]",-101.55,29.8166666666667,140,35000,10230,NA,NA,NA,NA
"Bison bison antiquus/B. b. occidentalis",13812,"NISP","bone/tooth",NA,"Mammals",4268,"Itasca [21-CE-1]",-95.1166666666667,47.1166666666667,824,9690,6430,NA,NA,NA,NA
"Bison bison antiquus/B. b. occidentalis",12616,"present/absent","bone/tooth",NA,"Mammals",4175,"Hughes Bog",-91.5166666666667,42.0166666666667,710,5640,5640,NA,NA,NA,NA
"Bison bison occidentalis",44056,"present/absent","bone",NA,"Mammals",16079,"Tuscany Site [AKIKR-VP]",-114.166666666667,51.1666666666667,3767,NA,NA,NA,NA,NA,NA
"Bison bison occidentalis",32482,"present/absent","bone/tooth",NA,"Mammals",5716,"Interstate Park",-92.3666666666667,45.3666666666667,2483,11000,5000,NA,NA,NA,NA
"Bison bison occidentalis",12348,"present/absent","bone/tooth","articulated","Mammals",4146,"Simonsen [13CK61]",-95.6,42.6333333333333,675,8430,8430,NA,NA,NA,NA
"Bison bison occidentalis",18538,"present/absent","bone/tooth",NA,"Mammals",4685,"Papago Springs Cave",-110.616666666667,31.6166666666667,1301,110000,31000,NA,NA,NA,NA
"Bison bison occidentalis",39265,"MNI","bone/tooth",NA,"Mammals",6449,"Rud I",-91.5,44.3666666666667,3242,40000,8000,NA,NA,NA,NA
"Bison bison occidentalis",6874,"present/absent","bone/tooth",NA,"Mammals",3720,"Hawken [48CK303]",-104.25,44.25,221,6470,6270,NA,NA,NA,NA
"Bison bison occidentalis",6923,"present/absent","bone/tooth","articulated","Mammals",3730,"Finley [48SW5]",-109.25,42,231,9026,8950,NA,NA,NA,NA
"Bison bison occidentalis",5492,"present/absent","bone/tooth",NA,"Mammals",3646,"North Cove [25HN164]",-99.3666666666667,40.1166666666667,128,14700,12965,NA,NA,NA,NA
"Bison bison occidentalis",5455,"MNI","bone/tooth",NA,"Mammals",3646,"North Cove [25HN164]",-99.3666666666667,40.1166666666667,128,14700,12965,NA,NA,NA,NA
"Bison bison occidentalis",12600,"present/absent","bone/tooth",NA,"Mammals",4170,"McCormick Local Fauna [Palo Duro Bison Locality]",-101.75,35,702,10800,10800,NA,NA,NA,NA
"Bison bison occidentalis",42981,"present/absent","bone",NA,"Mammals",14386,"Eastern Peace River District [HbQh-VP]",-117.302777777778,56.2277777777778,3608,NA,NA,NA,NA,NA,NA
"Bison bison occidentalis",42741,"present/absent","bone",NA,"Mammals",14326,"Beverly Pits",-113.416666666667,53.5,3550,NA,NA,NA,NA,NA,NA
"Bison bison occidentalis",42887,"present/absent","bone",NA,"Mammals",14354,"Clarke Pit [Kell's Pit] [EhPo-VP]",-114.458333333333,51.1777777777778,3576,NA,NA,NA,NA,NA,NA
"Bison bison occidentalis",5454,"present/absent","bone/tooth",NA,"Mammals",3646,"North Cove [25HN164]",-99.3666666666667,40.1166666666667,128,14700,12965,NA,NA,NA,NA
"Bison bison occidentalis",5746,"present/absent","bone/tooth",NA,"Mammals",3662,"Locality 31538",-95.8666666666667,31.8666666666667,150,35000,10000,NA,NA,NA,NA
"Bison bison occidentalis",42977,"present/absent","bone",NA,"Mammals",14384,"Duffield [FiPm-8]",-114.083333333333,53.4166666666667,3606,NA,NA,NA,NA,NA,NA
"Bison latifrons",35497,"NISP","bone/tooth",NA,"Mammals",1361,"Jones Spring",-93.35,38.066667,2822,160000,51000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",43066,"present/absent","bone",NA,"Mammals",14406,"Bliss Pit",-103.8,50.7666666666667,3626,NA,NA,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",21956,"NISP","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",40059,"NISP","skull",NA,"Mammals",10037,"Lake Sakakawea-New Town Bison",-102.46742,47.98155,3308,NA,NA,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",17116,"NISP","bone/tooth",NA,"Mammals",4575,"Silver Creek",-111.502777777778,40.7208333333333,1178,1e+05,40000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",38922,"present/absent","bone/tooth",NA,"Mammals",6402,"Duck Point [Carr-Trimble]",-112.866666666667,42.6166666666667,3197,72000,15000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",22867,"present/absent","bone/tooth",NA,"Mammals",4915,"Agua Amarga Canyon [LACM 3354]",-118.25,33.75,1559,110000,11500,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",22903,"present/absent","bone/tooth",NA,"Mammals",4920,"San Pedro Lumber Company [UCMP V2047]",-118.25,33.75,1564,130000,120000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",8265,"present/absent","bone/tooth",NA,"Mammals",3869,"Avery Island",-91.75,29.8666666666667,381,12000,8390,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",24792,"MNI","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",24768,"NISP","bone/tooth",NA,"Mammals",5025,"Rainbow Beach [ISUM 72003]",-112.716666666667,42.8833333333333,1734,33000,21000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",44173,"present/absent","bone",NA,"Mammals",16116,"Waro Quarry Local Fauna",-97.375,33.75,3788,NA,NA,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",21955,"MNI","bone/tooth",NA,"Mammals",4863,"Costeau Pit [LACM 65129]",-117.616666666667,33.6166666666667,1500,110000,40000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",22944,"present/absent","bone/tooth",NA,"Mammals",4923,"Newport Bay Mesa [LACM 1066]",-117.866666666667,33.5833333333333,1567,130000,120000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",42742,"present/absent","bone",NA,"Mammals",14326,"Beverly Pits",-113.416666666667,53.5,3550,NA,NA,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",24793,"NISP","bone/tooth",NA,"Mammals",5026,"Dam Local Fauna [ISUM 52002]",-112.75,42.75,1735,33000,21000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",17115,"MNI","bone/tooth",NA,"Mammals",4575,"Silver Creek",-111.502777777778,40.7208333333333,1178,1e+05,40000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",26926,"present/absent","bone/tooth",NA,"Mammals",5176,"Haile 8A",-82.5666666666667,29.7,1914,130000,110000,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
"Bison latifrons",44146,"present/absent","bone",NA,"Mammals",16112,"Waccasassa River VI",-82.8172222222222,29.1583333333333,3784,NA,NA,"Cetartiodactyla","Bovidae","Bison","Bison latifrons"
